id,created_at,text
6.39604E+17,04-09-2015 01:02,RT @realtuffjuice: #TBT 
"A1 since day 1 @kobebryant https://t.co/gTdXlhRQKd""",,
6.39297E+17,03-09-2015 04:40,ðŸ‘ŒðŸ‘ https://t.co/ixqqqyD9Hm
6.39224E+17,02-09-2015 23:52,What you are doing @Zendaya with this project is amazing and selfless Proud of u lil sis http://t.co/yXXgBJ7iYu
6.37021E+17,27-08-2015 21:57,#RIPDarrylDawkins #ChocolateThunder
6.3695E+17,27-08-2015 17:15,RT @SHAQ: Glad me and @kobebryant got to talk it out. Stay tuned to @podcastone and @shaqfuradio to hear the chat #best1-2 Eva http://t.co/â€¦
6.3691E+17,27-08-2015 14:35,@icecube @OsheaJacksonJr @drdre haha that's wats up!
6.36804E+17,27-08-2015 07:34,Finally got the chance to watch #StraightOuttaCompton @icecube @OsheaJacksonJr @drdre #offthecharts #pioneers
6.3552E+17,23-08-2015 18:30,Thank you everyone for the birthday wishes!! #17to37 #vino #leovirgo
6.35078E+17,22-08-2015 13:15,RT @taylorswift13: Tonight @kobebryant surprised me with a banner in @STAPLESCenter for the most sold out shows. You did that. Love you
"httâ€¦""",,
6.35078E+17,22-08-2015 13:14,My pleasure @taylorswift13 Keep breaking records and changing lives #1989TourLA  https://t.co/MNCvXOpXPk
6.33341E+17,17-08-2015 18:14,My reaction to critics is the same as my reaction in the vid #excuseme  https://t.co/Y7w4TnAow0
6.32369E+17,15-08-2015 01:53,Ha! All luv lil bro lets shock da world this season #history  https://t.co/IByKOGwFxn
6.32367E+17,15-08-2015 01:44,ðŸ˜´ https://t.co/Bntj1e5PsY
6.31536E+17,12-08-2015 18:43,Honored to be a part of growing @DrinkBODYARMOR from the ground up #upgradeyoursportsdrink  #BAfam http://t.co/wnnsb3M36I  #keeppushin
6.29821E+17,08-08-2015 01:08,RT @nikebasketball: Building a legacy one city at a time. @KobeBryantâ€™s tour continues in Taiwan. #ALLFORTHEGAME http://t.co/Fdbeo4ZnAc
6.28558E+17,04-08-2015 13:26,This is hilarious!!!  https://t.co/e9EoYRcMyM
6.28494E+17,04-08-2015 09:11,RT @AlibabaGroup: #Kobe Bryant said he has pleasant collaboration with #Alibaba and both share similar visions of inspiring the youth. httpâ€¦
6.27743E+17,02-08-2015 07:30,Thank you Guangzhou! #rise #muse http://t.co/PKYk4BDiJ4
6.27737E+17,02-08-2015 07:07,#andSTILL @RondaRousey  #mastery
6.27664E+17,02-08-2015 02:14,Ready for this one #UFC190 #RondaRousey #andSTILL
6.2686E+17,30-07-2015 21:00,RT @nikesoccer: Don't idolize the best. Learn from them. @kobebryant surprises players at the Nike National Training Camp. #NoMaybes http:/â€¦
6.26764E+17,30-07-2015 14:37,That goal was sick!! Keep killin it https://t.co/Zg60FRDMAj
6.25843E+17,28-07-2015 01:37,"Well.. I can name 2 tweets @CarliLloyd definitely shouldn't be ""interested"" in @ronaldguzman12 @pegyscarters"
6.24195E+17,23-07-2015 12:29,#BlackHat and the misconceptions of leadership   #muse
6.23218E+17,20-07-2015 19:48,RT @FCBarcelona: .@kobebryant watching #FCBarcelona training session in Los Angeles #tourFCB https://t.co/M6xomZwnGp
6.21819E+17,16-07-2015 23:10,"RT @EmilyRogawski: We don't quit, we don't cower, we don't run..."
"New tattoo in honor of my muse @kobebryant http://t.co/wspYhlROvC""",,
6.20236E+17,12-07-2015 14:18,These two are Surgeons with a racket #tennis #WimbledonFinal
6.2023E+17,12-07-2015 13:55,Watching @DjokerNole and @rogerfederer go at it #WimbledonFinal
6.19881E+17,11-07-2015 14:49,Congrats @serenawilliams #differentanimalsamebeast #museon @rogerfederer its ur go #Wimbledon #vinoteam
6.19176E+17,09-07-2015 16:08,If ur @MariaSharapova what in the world are u supposed to do when @serenawilliams serves like THAT?! #Wimbledon
6.19172E+17,09-07-2015 15:50,#muse  https://t.co/nj5d6JgcY2
6.18983E+17,09-07-2015 03:19,As natural as your backhand @rogerfederer 
"#emojimuse""",,
6.18982E+17,09-07-2015 03:17,"RT @rogerfederer: Hey @kobebryant, you're already an emoji natural: KoðŸ BryðŸœ"
6.18892E+17,08-07-2015 21:19,Ah ok .. I see .. ðŸ”“ðŸ†ðŸ†ðŸ†ðŸ†ðŸ†ðŸ”’ðŸ’¤ #mambaout  https://t.co/sdx5kpqWwY
6.18891E+17,08-07-2015 21:14,Emoji battle?
6.18496E+17,07-07-2015 19:05,@serenawilliams #MakingHistory #Wimbledon
6.18442E+17,07-07-2015 15:31,Looking fwd to this next match @serenawilliams vs @vika7 #Wimbledon
6.18441E+17,07-07-2015 15:25,Great match @CoCoVandey showed amazing poise and fight and @MariaSharapova responded to the challenge like a champ #Wimbledon
6.1786E+17,06-07-2015 00:56,Well Done. @ussoccer_wnt #USA #WWC2015
6.17835E+17,05-07-2015 23:19,WOW @CarliLloyd @laurenholiday12 #ROUT @ussoccer_wnt #USA
6.17832E+17,05-07-2015 23:06,My Goodness!! #Magisterial @CarliLloyd
6.17832E+17,05-07-2015 23:05,Great Goal!!! @CarliLloyd #USA #USWNT
6.17797E+17,05-07-2015 20:46,Almost game time @ussoccer_wnt #letsGo
6.16833E+17,03-07-2015 04:58,How fast am I? See for yourself. #sofast #nikezoom https://t.co/jtCSpEcPdq
6.16369E+17,01-07-2015 22:13,Social Media reporting shouldn't diminish the quality of content #justsayin http://t.co/bpAcJGJW9r
6.16015E+17,30-06-2015 22:45,RT @ussoccer_wnt: The #USWNT lineup for #USAvGER! Kickoff just minutes away! #Believe https://t.co/65T1hMAnXB
6.15197E+17,28-06-2015 16:37,Thank you #BETGeniusTalks and to @jemelehill #theSportsOprah  I had a great time hangin with you guys yesterday
6.12266E+17,20-06-2015 14:27,#aMuseStory #truestory  https://t.co/nPkdQTUpap
6.11208E+17,17-06-2015 16:23,When the players you've known since they were preteens beat the vet you've known since he was a teen #vetsvet  #CongratsWarriors #ThisIsNOW
6.10257E+17,15-06-2015 01:28,Way to play today #rookie #wnba #MambaJewell  https://t.co/IY8Mst8rem
6.09474E+17,12-06-2015 21:34,Let's Go! #USWNT #USA  https://t.co/Mmo3jF2tC5
6.08807E+17,11-06-2015 01:24,RT @Zendaya: have u watched this yet? I'm so proud to be a part of this project! #ImmigrantHeritageMonth
,,
"https://t.co/dYrGIEv2mx.  RT""",,
6.08705E+17,10-06-2015 18:39,#mediaamnesia  https://t.co/uHtD7JlTLn
6.08492E+17,10-06-2015 04:31,Can't win a shootout with a butter knife #letitfly  https://t.co/57zWQzqsfg
6.08491E+17,10-06-2015 04:28,Me 2  https://t.co/mnKmuwdngq
6.08489E+17,10-06-2015 04:18,Cavs playing as if their life is on the line G.S playing as if they have more #NBAFinals down the line #ThisIsNOW #competitionIsEverything
6.08082E+17,09-06-2015 01:23,"RT @ussoccer_wnt: FINAL: #USA 3, #AUS 1 - #USWNT get all 3 pts w/goals from @mpinoe (2) &amp; @ChristenPress. Top of Group D after 1 game! httpâ€¦"
6.07294E+17,06-06-2015 21:11,@ussoccer_wnt turn tomorrow #USA #WWC2015
6.07288E+17,06-06-2015 20:47,Un gran equipo @FCBarcelona  #ChampionsLeagueFinal #Champions
6.07278E+17,06-06-2015 20:07,Muro Italiano @gianluigibuffon un portiere fuoriclasse
6.0725E+17,06-06-2015 18:17,Count to 5  https://t.co/5YB1hUKKdF
6.07247E+17,06-06-2015 18:04,@ChampionsLeague final @FCBarcelona @juventusfc Lets get it on!
6.07205E+17,06-06-2015 15:17,the goat @serenawilliams at it again #samebeast
6.06616E+17,05-06-2015 00:17,Exactly @kevin_spain @KatzM or we will have another social blitz of soft like @Charmin all over again! And NO I'm not an investor
6.06614E+17,05-06-2015 00:08,Yes! @joybenedict and @KatzM Thats how you #upgradeyourjob AND #upgradeyoursportsdrink with just a few tweets #powerofsocial #yourwelcome ha
6.06597E+17,04-06-2015 23:03,"HA! An ad it is @KatzM but isn't social a massive collection of personal ""brand"" ads in the first place? #mindblown  https://t.co/CmLhgtQCQ0"
6.06521E+17,04-06-2015 18:01,Agreed @joybenedict @samir @DrinkBODYARMOR
6.06521E+17,04-06-2015 18:00,#socialmediaera ha #Urwelcome  https://t.co/hbPVgYnVcF
6.0652E+17,04-06-2015 17:57,Now you know good and well that I'm 2 much of a control freak to let someone else write 4 me ha @joybenedict @samir @DrinkBODYARMOR
6.06517E+17,04-06-2015 17:44,"As in did I get $ to tweet it @samir? No, zero$ I ACTUALLY invested My own$ in @DrinkBODYARMOR because I believe in our product and our team"
6.06499E+17,04-06-2015 16:31,#UpgradeYourSportsDrink with @DrinkBODYARMOR #ThisIsNOW  https://t.co/kwfrBtRsA2
6.06447E+17,04-06-2015 13:07,"RT @DrinkBODYARMOR: Sports have evolved. Finally, so has the sports drink. #ThisIsNOW Watch: http://t.co/oXJFNzO8NV http://t.co/voQjAWkAaJ"
6.06292E+17,04-06-2015 02:51,Haha! #LMHS @andrewperloff
6.0607E+17,03-06-2015 12:10,RT @Adweek: YouTube crowns its ad of the decade. http://t.co/dNJpzJyLQS http://t.co/GOgluX9LtS
6.05913E+17,03-06-2015 01:44,#UpgradeYourSportsDrink @DrinkBODYARMOR #ThisIsNOW https://t.co/NLgRouJZTY
6.05522E+17,01-06-2015 23:52,RT @RobGronkowski: Caption This. #ComingSoon @DrinkBODYARMOR #ThisIsNOW #UpgradeYourSportsDrink http://t.co/zdG4tE2DAb
6.05522E+17,01-06-2015 23:52,RT @MikeTrout: On deck...@DrinkBODYARMOR. Coming soon...#ThisIsNOW #UpgradeYourSportsDrink http://t.co/hhG9RPdwPQ
6.05522E+17,01-06-2015 23:51,RT @RSherman_25: Did y'all really use Stickkum? Hmmm... @DrinkBODYARMOR #ThisIsNow #UpgradeYourSportsDrink #ComingSoon2Ya http://t.co/ikUxdâ€¦
6.05522E+17,01-06-2015 23:51,RT @SkyDigg4: I rep for my LADIES! #Equality Canâ€™t wait for YOU to see. #ComingSoon @DrinkBODYARMOR #ThisIsNOW http://t.co/rXxx3E2xz4
6.05522E+17,01-06-2015 23:51,RT @BusterPosey: Coming soon @DrinkBODYARMOR #ThisIsNOW #UpgradeYourSportsDrink http://t.co/u0Isdv66hh
6.04743E+17,30-05-2015 20:14,@FCBarcelona is playing some of the best football I've ever seen
6.03015E+17,26-05-2015 01:50,Gran Carrera!  #BarcaLEYENDA  #6rÃ ciesXavi
6.01885E+17,22-05-2015 23:00,My thoughts on next season being my last season are the same as the last time the media asked me last season #nadanew
6.01754E+17,22-05-2015 14:17,Lol #KobeSystem  https://t.co/3ar2rj4MD0
6.01616E+17,22-05-2015 05:10,When the shots u take r the shots the defense wants u to take but r the shots ur comfortable taking #curryriddle
6.01414E+17,21-05-2015 15:47,"One more read to #MuseOn Wayne Shorter on Miles Davis, Kanye West, &amp; the Music of the Future | Billboard http://t.co/3kIC1STeHk"
6.01411E+17,21-05-2015 15:34,"This is an interesting read #MuseOn Excellence and Onions | Henry Gruber Archaeologist, Activist, Barbecue Enthusiast http://t.co/K5l98rFbeV"
6.01406E+17,21-05-2015 15:14,Had a great time talking with @HannahStormESPN at the #nbapartnerforum about Kobe Inc and the future of content for brands + athletes
6.00829E+17,20-05-2015 01:00,We played like crap all season so it's only right we get the #2 pick HA #lakerluck #goodday
6.00819E+17,20-05-2015 00:24,"RT @ariannahuff: Jack Ma said, ""If we want to change the world, we change ourselves"" or as Lao-Tzu said 2600 years ago: http://t.co/5cwk7Ytâ€¦"
6.00789E+17,19-05-2015 22:22,RT @jewellloyd: @kobebryant thanks so much can't wait to put in this work #MambaArmy
6.00705E+17,19-05-2015 16:51,Welcome to @nike and #teammamba  @jewellloyd looking fwd to workin with you #mambamentality
6.00167E+17,18-05-2015 05:13,Go get em! #USWNT  https://t.co/v0f56LgFUS
6.00127E+17,18-05-2015 02:33,Magisterial goal by @sydneyleroux #USWNT #HudsonVoice
6.00013E+17,17-05-2015 19:00,Congratulations  @FCBarcelona #Campeones
5.99441E+17,16-05-2015 05:08,Real Deal  https://t.co/yl5ojmOkBW
5.9931E+17,15-05-2015 20:27,I wonder how Larry Bird would have done in the nba draft combine #ThinkBoutIt
5.99075E+17,15-05-2015 04:53,Don't push it #bleedgold https://t.co/9p8jnxcu4g
5.99071E+17,15-05-2015 04:36,The game of @blakegriffin32 has grown tremendously #respect
5.98893E+17,14-05-2015 16:50,LOVE wat u do. Do it GREAT. Money follows. Simple math buddy #UgotITtwisted  https://t.co/5jGfIleBAE
5.9889E+17,14-05-2015 16:38,Loving what I do.  https://t.co/QIutORInPO
5.98887E+17,14-05-2015 16:24,I Don't.  https://t.co/gay3yulHX5
5.98885E+17,14-05-2015 16:16,Duh @drakereinhard @tolanialli the inner portion of the ear certainly does but don't miss the forest for the trees #MuseOn
5.98883E+17,14-05-2015 16:08,Ears have no bones @tolanialli but they r strong enough to dull a sharp tongue #MuseOnThat  https://t.co/E2U8PLz3Rw
5.96771E+17,08-05-2015 20:16,#Respect  https://t.co/x4x858CE7T
5.96051E+17,06-05-2015 20:38,RT @beINSPORTSUSA: When @kobebryant does @RayHudson.  https://t.co/jtiDpl3HcJ
5.96048E+17,06-05-2015 20:25,#Messi #MagisterialMessi
5.95418E+17,05-05-2015 02:40,Absolutely @AyyBeRaw  #MVP
5.95395E+17,05-05-2015 01:11,I have never seen this many great @NBA  PGs competing in the same era EVER @DrinkBODYARMOR #nbaplayoffs
5.93628E+17,30-04-2015 04:09,Absolutely. I will handle it   #RIPVincent  https://t.co/nWuH2TrQNu
5.93625E+17,30-04-2015 03:54,Beyond heart breaking to lose those we love and care for. My thoughts and prayers go out to you all #RIPVincent
5.92891E+17,28-04-2015 03:20,RT @SybrinaFulton: Baltimore is in a state of emergency but the entire Country is in a state of emergency!! Wake up everybody!! #BaltimoreWâ€¦
5.90982E+17,22-04-2015 20:55,RT @FCBarcelona: These are the four semi-finalists in the @ChampionsLeague RT to support @fcbarcelona ForÃ§a BarÃ§a! http://t.co/lCJX3TBWZx
5.90982E+17,22-04-2015 20:53,Congratulations to @OfficialKimora and @UncleRUSH on their new venture. Check out @CelsiusOfficial! http://t.co/3nAVrZSW0J
5.88105E+17,14-04-2015 22:20,RT @hopesolo: Go big or go home! #WinItAll https://t.co/nXRmNbmC5P
5.88016E+17,14-04-2015 16:28,Lbj doesn't need to prove that @PaulBrahan I had Shaq + Pau Mj had Pip Magic had Worthy + Kareem etc AND we all had great teammates
5.88004E+17,14-04-2015 15:40,The point is we ALL go through it The criticism The Praise The wins The losses The hero The villain Its a beautiful cycle #LoveIt #Process
5.87999E+17,14-04-2015 15:19,Media critique- Mj was a gunner Magic was a coach killer Shaq wasn't serious Lbj couldn't handle pressure Spurs r too old #BeforeRings
5.8778E+17,14-04-2015 00:50,Ppl will always find a way to critique Only way to shut up critics is to WIN That's the challenge myself and Mj accepted #CantcritiqueRings
5.87774E+17,14-04-2015 00:26,RT @CBSSports: That would be a Mr. Michael Jordan.
,,
"Iverson also went 18-41 in a Finals W over the Lakers. https://t.co/ZjNJarlBtD""",,
5.87771E+17,14-04-2015 00:16,What ALL TIME Great went 19 for 43 in a game 3 nba finals loss? #lookItup #onlyringsmatter #byAnyMeans
5.87684E+17,13-04-2015 18:29,#StopIt http://t.co/pPRO8BnF4P
5.8676E+17,11-04-2015 05:16,Respect.  https://t.co/ZX1MT6DmKC
5.85681E+17,08-04-2015 05:50,Hope we appreciate the Genius of Geno and his players over the years #10 
"#Zenlike #UConn #NationalChampions""",,
5.85455E+17,07-04-2015 14:51,#NewEra @DrinkBODYARMOR @Trouty20  https://t.co/FRGSEIhtNI
5.85285E+17,07-04-2015 03:36,Congrats on 5 Coach K! #NationalChampionship
5.85153E+17,06-04-2015 18:52,Wonderful class for the #HOF2015  congrats and well deserved
5.84376E+17,04-04-2015 15:22,RT @Yg_Trece: Game shoes! Time to get some burn Sunday night!!! Can't wait!!! https://t.co/7w2s7bkEs8
5.8384E+17,03-04-2015 03:55,â€œ@DrinkBODYARMOR: .@DrinkBODYARMOR's @RobGronkowski throws heat... to MVP @Trouty20: http://t.co/ZSWrmpDyK9â€ #FirstPitchâ€ #BAfamily  #strike
5.83694E+17,02-04-2015 18:12,RT @DrinkBODYARMOR: .@DrinkBODYARMOR proud to be the exclusive SportsDrink of the @Angels. READ MORE: http://t.co/0uG6XrVNop cc:@Trouty20 hâ€¦
5.80887E+17,26-03-2015 00:19,LOL @BadgerMBB best of luck to you guys! #MarchMadness
5.80835E+17,25-03-2015 20:53,RT @OWNTV: Morning meditation helps @KobeBryant Thrive. Learn how meditation can help you #ThriveOCourse http://t.co/nbpbcMUjCj
"https://t.câ€¦""",,
5.80455E+17,24-03-2015 19:43,RT @Hilary_Knight: Great choice on @DrinkBODYARMOR flavor @kobebryant -bringing some to World Championships in Sweden! #wwc2015 #vm2015 httâ€¦
5.79765E+17,22-03-2015 22:01,Gran partido! @FCBarcelona @realmadriden #ElClasico
5.79741E+17,22-03-2015 20:25,"RT @ESbeINSPORTS: Goooooooool del Barcelona!!! Mathieu, goool de cabeza, FCB 1-0 MA #beINElClasico #ElClasico http://t.co/YClagsfRQB"
5.79716E+17,22-03-2015 18:49,"RT @ESbeINSPORTS: â€œ@kobebryant: Esperando #ElClasicoâ€ &lt; Si Kobe lo va a ver, tu NO te lo puedes perder."
,,
"Â¡Exclusivamente por @beINSPORTSUSAâ€¦""",,
5.79716E+17,22-03-2015 18:48,"RT @FCBarcelona: 4 hours to go, Kobe... ForÃ§a BarÃ§a! #fcblive RT @kobebryant: Esperando #ElClasico"
5.79665E+17,22-03-2015 15:25,Esperando #ElClasico
5.78579E+17,19-03-2015 15:29,RT @richeisen: Here's a #TBT from 2003: Stuart Scott &amp; I take part in @kobebryant first solo SportsCenter ad https://t.co/INaH82wg5C http:/â€¦
5.78062E+17,18-03-2015 05:13,"RT @jadande: Kobe generally didn't do pregame interviews, but he always talked to Jack Haley RT @Lakers: http://t.co/bTQcqQNS7d http://t.coâ€¦"
5.78061E+17,18-03-2015 05:10,RIP #JackHaley
5.76158E+17,12-03-2015 23:09,"RT @EaglesInsider: It's official Eagles, @DeMarcoMurray agree on 5-year deal. Chip Kelly, Murray speaking now on http://t.co/GVGbsPCHja httâ€¦"
5.75862E+17,12-03-2015 03:31,RT @Trouty20: Come to Philly @DeMarcoMurray !!! #EaglesNation
5.7573E+17,11-03-2015 18:48,"RT @IndyStarSports: They were two kids growing up in a different world together, @KobeBryant and @Catchin24. http://t.co/2UQQp1QPtz http://â€¦"
5.73917E+17,06-03-2015 18:46,â€œ@MagicJohnson: .@kobebryant you're my muse too! I really enjoyed your Showtime documentary!â€ #Honored #blessed #kobeinc
5.73694E+17,06-03-2015 03:58,Wasn't the same without you #WelcomeBackSager
5.71828E+17,01-03-2015 00:25,There is power in understanding the journey of others to help create your own. #muse #kobeinc tonight 9ET/PT on @SHO_Network
5.71686E+17,28-02-2015 14:58,RIP Anthony Mason
5.70998E+17,26-02-2015 17:24,There is power in understanding the journey of others to help create your own. #muse #kobeinc http://t.co/FnCre4JKh4
5.68862E+17,20-02-2015 19:57,Praying for you and your family @chrisbosh
5.68263E+17,19-02-2015 04:16,RIP to @jkersey25
5.67458E+17,16-02-2015 22:58,"""The Interview"" premiers at 9pm et on NBA TV tonight. http://t.co/rENIIBCdJS"
5.66961E+17,15-02-2015 14:04,There is power in understanding the journey of others to help create your own. #muse #kobeinc http://t.co/pOdm7cJpOB http://t.co/XKry3BRdmu
5.66769E+17,15-02-2015 01:18,Happy Valentine's Day #Vino #QueenV http://t.co/iA3UuB6D5N
5.65228E+17,10-02-2015 19:16,There is power in understanding the journey of others to help create your own. #muse #kobeinc http://t.co/f6bUtKDwa5 http://t.co/PGQV86CjSg
5.64441E+17,08-02-2015 15:09,#RIP to one of the greatest teachers our beautiful game of basketball has ever seen #DeanSmith
5.6322E+17,05-02-2015 06:17,She doesn't normally shoot in the gym BUT when she does... She makes shit like thisâ€¦ http://t.co/SogDTWI36N
5.62383E+17,02-02-2015 22:51,RT @DrinkBODYARMOR: Congrats to BODYARMOR World Champ @RobGronkowski. Tune into @JimmyKimmelLive tonight and #GetGronkd http://t.co/eq4XUUBâ€¦
5.62125E+17,02-02-2015 05:48,Gotta tip my hat to @RSherman_25 and the Hawks for a hell of a season
5.62097E+17,02-02-2015 03:56,Appreciate and respect the genius of Tom and Coach Bill #GOAT And to my @DrinkBODYARMOR lil bro @RobGronkowski  ENJOY!!  #SuperBowl
5.61327E+17,31-01-2015 00:54,There is power in understanding the journey of others to help create your own. #muse #kobeinc http://t.co/EGZxZ4GkIo http://t.co/x9Z9bQ8zYL
5.60696E+17,29-01-2015 07:09,Surgery went well! Thank u for your well wishes. Time to finish producing the #musefilm vanessabryantâ€¦ http://t.co/47bcbaQbnp
5.595E+17,25-01-2015 23:55,Congrats Coach K! Amazing accomplishment #1KforCoachK #Duke
5.59022E+17,24-01-2015 16:15,There is power in understanding the journey of others to help create your own. http://t.co/zwt5iYvaISâ€‹ #Kobeinc #muse
5.58683E+17,23-01-2015 17:48,This is what happens when I pass too much! #ShoulderShock thank u all for ur thoughts and prayers #team @DrinkBODYARMOR @Lakers #oneluv
5.57018E+17,19-01-2015 03:33,Congrats to @RobGronkowski @DrinkBODYARMOR family #UpgradeYourSportsDrink #SuperBowl
5.56975E+17,19-01-2015 00:40,"RT @darrenrovell: Gronkowski's bus, which was wrapped with his sponsor BodyArmor, was denied entry into stadium because of NFL's Pepsi dealâ€¦"
5.5697E+17,19-01-2015 00:24,Congrats to my @DrinkBODYARMOR brother @RSherman_25 #SuperBowl #UpgradeYourSportsDrink
5.54454E+17,12-01-2015 01:45,"RT @DrinkBODYARMOR: Congrats 2 @DrinkBODYARMOR's #AndrewLuck, @RobGronkowski &amp; @RSherman_25 on advancing! #UpgradeYourSportsDrink http://t.â€¦"
5.52297E+17,06-01-2015 02:55,@kobebryant: My prayers are with the Kupchak family. There are no words to describe such a loss R.I.P Alina #LakerFamily
5.51783E+17,04-01-2015 16:52,#StuartScottSayings changed the game #BOOYAH #donthatetheplayerhatethegame R.I.P to a sportscasting Legend
5.50076E+17,30-12-2014 23:50,RT @DrinkBODYARMOR: Hydrating tomorrow's all-stars at the @KobeBryant Classic at @LowerMerionSD High School. #UpgradeYourSportsDrink http:/â€¦
5.48384E+17,26-12-2014 07:44,RT @NBAcom: Here's the Craig Sager feature from @NBAonTNT everyone is talking about. WATCH: http://t.co/Cv7StqfZLr http://t.co/M6QNJNm00T
5.45467E+17,18-12-2014 06:33,The homegirl @NICKIMINAJ album #ThePinkprint http://t.co/EtfEXnwKgI  #DifferentAnimalSameBeast
5.44579E+17,15-12-2014 19:43,"In my first piece for @playerstribune, I look back on the journey from 0 to 32,310 #zero #muse http://t.co/dXV04I56J7"
5.43473E+17,12-12-2014 18:28,There is power in understanding the journey of others to help create your own - Kobe Inc #Kobeinc #muse Coming soon. http://t.co/SmjgXllhIX
5.42603E+17,10-12-2014 08:52,"RT @LakersNation: VIDEO: Kobe Bryant discusses Lakers wearing ""I Can't Breathe"" shirts during pre-game warmups: http://t.co/0jy0P7k5jZ"
5.3728E+17,25-11-2014 16:19,The system enables young black men to be killed behind the mask of law #Ferguson #tippingpoint #change
5.26824E+17,27-10-2014 19:55,RT @RobGronkowski: If I was allowed to drink my @drinkBODYARMOR on the field I wouldn't have cramped! League: please #UpgradeYourSportsDrinâ€¦
5.19607E+17,07-10-2014 21:56,RT @SDALLSTARS: Sports legends @Chargers @dwightfreeney &amp; @Lakers @kobebryant spending time with our #afterschoolallstars! #NBA #NFL http:/â€¦
5.19543E+17,07-10-2014 17:42,"Players are ""encouraged"" per new CBA to take less to win or risk being called selfish+ungrateful while nbatv deal goes UP by a BILLION #biz"
5.19535E+17,07-10-2014 17:09,Welcome to the @DrinkBODYARMOR family @SkyDigg4 #ArmorUp
5.18172E+17,03-10-2014 22:53,In 18 years this has been the most challenging camp by far!! Flying home with my @drinkbodyarmorâ€¦ http://t.co/oQrWu9hz5b
5.16617E+17,29-09-2014 15:53,Feeling a mix of emotions I haven't felt in 18yrs of being a pro #journey #19th
5.14457E+17,23-09-2014 16:49,RT @ariannahuff: Yes! @EmWatson launching @UN_Women's #HeForShe gender equality campaign: http://t.co/JbRVF3krxL http://t.co/JFHDUPOaf8
5.11006E+17,14-09-2014 04:16,47-0 Another Clinic #TMT #TBE
5.05385E+17,29-08-2014 16:04,Happy Birthday to the greatest. http://t.co/d5lYbnH83P
5.03954E+17,25-08-2014 17:14,Freeway. Post workout. Range. Bumpin @lordemusic #myzone #tranquilrage
5.03946E+17,25-08-2014 16:45,No better way to help celebrate @Zendaya 18th birthday than by helping her help others http://t.co/CZ0eEeUfMy  @ConvoyofHope #feedtheyouth
5.03386E+17,24-08-2014 03:39,Thank u for my bday wishes! It was a beautiful family day #blessed #thankyou #leovirgo #proud36
